Instance,firstObjective,finalObjective,time(s)
B-n50-k8-r16_3_2_2.00,336.51,255.80,2.54
B-n50-k8-r16_1_3_0.50,283.88,249.07,1.85
B-n50-k8-r16_1_3_1.00,282.94,255.57,0.78
B-n50-k8-r16_1_3_2.00,290.01,255.57,0.80
B-n50-k8-r16_2_3_0.50,280.41,219.10,2.64
B-n50-k8-r16_2_3_1.00,299.06,264.26,0.77
B-n50-k8-r16_2_3_2.00,255.67,216.26,1.24
B-n50-k8-r16_3_3_0.50,260.67,216.26,2.06
B-n50-k8-r16_3_3_1.00,251.79,216.26,2.09
B-n50-k8-r16_3_3_2.00,264.12,216.26,1.11
B-n50-k8-r16_1_4_0.50,247.65,220.38,1.76
B-n50-k8-r16_1_4_1.00,257.91,211.28,0.75
B-n50-k8-r16_1_4_2.00,239.94,211.28,0.83
B-n50-k8-r16_2_4_0.50,233.62,211.28,0.78
B-n50-k8-r16_2_4_1.00,264.93,211.28,0.77
B-n50-k8-r16_2_4_2.00,267.03,211.28,0.79
B-n50-k8-r16_3_4_0.50,230.93,211.28,0.90
B-n50-k8-r16_3_4_1.00,229.28,211.28,0.78
B-n50-k8-r16_3_4_2.00,258.34,211.28,0.80
B-n50-k8-r16_1_8_0.50,224.72,213.56,0.73
B-n50-k8-r16_1_8_1.00,227.46,211.28,0.83
B-n50-k8-r16_1_8_2.00,229.15,211.28,1.07
B-n50-k8-r16_2_8_0.50,226.04,211.28,0.77
B-n50-k8-r16_2_8_1.00,228.21,211.28,0.76
B-n50-k8-r16_2_8_2.00,223.00,211.28,0.76
B-n50-k8-r16_3_8_0.50,211.28,211.28,0.75
B-n50-k8-r16_3_8_1.00,225.22,211.28,0.75
B-n50-k8-r16_3_8_2.00,227.21,211.28,0.81
B-n51-k7-r8_1_2_0.50,283.52,263.75,1.55
B-n51-k7-r8_1_2_1.00,331.83,257.84,2.05
B-n51-k7-r8_1_2_2.00,340.33,252.36,1.33
B-n51-k7-r8_2_2_0.50,300.06,221.01,2.49
B-n51-k7-r8_2_2_1.00,251.47,221.01,2.31
B-n51-k7-r8_2_2_2.00,346.55,221.01,2.39
B-n51-k7-r8_3_2_0.50,248.91,221.01,2.82
B-n51-k7-r8_3_2_1.00,279.28,252.36,1.66
B-n51-k7-r8_3_2_2.00,287.91,221.09,2.81
B-n51-k7-r8_1_3_0.50,224.95,202.65,2.45
B-n51-k7-r8_1_3_1.00,251.14,203.97,1.81
B-n51-k7-r8_1_3_2.00,216.00,195.54,0.98
B-n51-k7-r8_2_3_0.50,240.27,196.51,1.35
B-n51-k7-r8_2_3_1.00,223.46,195.54,0.77
B-n51-k7-r8_2_3_2.00,230.70,195.54,0.98
B-n51-k7-r8_3_3_0.50,261.28,199.74,1.16
B-n51-k7-r8_3_3_1.00,265.95,195.54,1.88
B-n51-k7-r8_3_3_2.00,213.71,195.54,1.04
B-n51-k7-r8_1_4_0.50,208.36,157.08,1.49
B-n51-k7-r8_1_4_1.00,226.95,174.05,1.46
B-n51-k7-r8_1_4_2.00,231.03,154.97,1.48
B-n51-k7-r8_2_4_0.50,230.43,154.97,1.66
B-n51-k7-r8_2_4_1.00,178.40,154.97,1.01
B-n51-k7-r8_2_4_2.00,197.87,154.97,1.54
B-n51-k7-r8_3_4_0.50,208.52,154.97,1.32
B-n51-k7-r8_3_4_1.00,227.90,154.97,1.27
B-n51-k7-r8_3_4_2.00,179.20,154.97,1.35
B-n51-k7-r8_1_7_0.50,147.13,143.31,1.18
B-n51-k7-r8_1_7_1.00,162.79,141.90,0.80
B-n51-k7-r8_1_7_2.00,150.45,141.90,1.16
B-n51-k7-r8_2_7_0.50,186.55,141.90,0.94
B-n51-k7-r8_2_7_1.00,156.12,141.90,0.96
B-n51-k7-r8_2_7_2.00,147.20,141.90,0.86
B-n51-k7-r8_3_7_0.50,171.91,141.90,1.18
B-n51-k7-r8_3_7_1.00,184.60,141.90,1.28
B-n51-k7-r8_3_7_2.00,177.07,141.90,1.14
B-n51-k7-r12_1_2_0.50,307.18,220.70,1.96
B-n51-k7-r12_1_2_1.00,294.73,198.22,3.49
B-n51-k7-r12_1_2_2.00,282.21,198.55,1.67
B-n51-k7-r12_2_2_0.50,330.85,212.16,5.97
B-n51-k7-r12_2_2_1.00,297.67,235.87,4.25
B-n51-k7-r12_2_2_2.00,317.13,230.13,4.20
B-n51-k7-r12_3_2_0.50,268.72,207.11,2.20
B-n51-k7-r12_3_2_1.00,255.67,198.55,1.26
B-n51-k7-r12_3_2_2.00,264.49,195.48,2.17
B-n51-k7-r12_1_3_0.50,223.99,209.53,1.96
B-n51-k7-r12_1_3_1.00,232.61,195.63,2.68
B-n51-k7-r12_1_3_2.00,261.02,199.58,1.02
B-n51-k7-r12_2_3_0.50,207.74,198.54,1.21
B-n51-k7-r12_2_3_1.00,231.49,190.65,1.58
B-n51-k7-r12_2_3_2.00,240.83,191.34,1.18
B-n51-k7-r12_3_3_0.50,229.41,195.48,0.93
B-n51-k7-r12_3_3_1.00,216.26,195.48,1.09
B-n51-k7-r12_3_3_2.00,214.00,195.48,1.05
B-n51-k7-r12_1_4_0.50,229.61,183.40,0.93
B-n51-k7-r12_1_4_1.00,187.10,147.67,1.88
B-n51-k7-r12_1_4_2.00,222.50,144.36,2.48
B-n51-k7-r12_2_4_0.50,239.78,147.12,3.42
B-n51-k7-r12_2_4_1.00,198.44,144.73,2.28
B-n51-k7-r12_2_4_2.00,214.55,144.36,1.35
B-n51-k7-r12_3_4_0.50,220.98,144.36,2.68
B-n51-k7-r12_3_4_1.00,187.10,144.36,1.32
B-n51-k7-r12_3_4_2.00,229.28,144.36,1.45
B-n51-k7-r12_1_7_0.50,150.45,144.47,1.02
B-n51-k7-r12_1_7_1.00,189.41,144.36,0.97
B-n51-k7-r12_1_7_2.00,148.46,144.36,0.89
B-n51-k7-r12_2_7_0.50,165.30,144.36,0.93
B-n51-k7-r12_2_7_1.00,190.73,133.97,1.01
B-n51-k7-r12_2_7_2.00,165.12,144.36,0.85
B-n51-k7-r12_3_7_0.50,174.29,144.36,0.87
B-n51-k7-r12_3_7_1.00,179.10,133.97,0.91
B-n51-k7-r12_3_7_2.00,183.95,144.36,0.83
B-n51-k7-r16_1_2_0.50,340.50,286.59,3.38
B-n51-k7-r16_1_2_1.00,362.30,215.61,2.13
B-n51-k7-r16_1_2_2.00,249.06,228.60,0.81
B-n51-k7-r16_2_2_0.50,278.03,222.05,1.35
B-n51-k7-r16_2_2_1.00,247.61,203.16,1.68
B-n51-k7-r16_2_2_2.00,260.45,205.57,1.91
B-n51-k7-r16_3_2_0.50,245.61,213.60,2.71
B-n51-k7-r16_3_2_1.00,257.60,242.73,1.49
B-n51-k7-r16_3_2_2.00,336.71,233.51,3.17
B-n51-k7-r16_1_3_0.50,262.66,204.02,2.75
B-n51-k7-r16_1_3_1.00,233.64,212.65,0.84
B-n51-k7-r16_1_3_2.00,220.49,194.58,1.32
B-n51-k7-r16_2_3_0.50,258.71,202.19,1.25
B-n51-k7-r16_2_3_1.00,273.84,203.16,1.72
B-n51-k7-r16_2_3_2.00,223.49,182.75,1.58
B-n51-k7-r16_3_3_0.50,244.78,194.80,0.96
B-n51-k7-r16_3_3_1.00,232.03,205.93,1.05
B-n51-k7-r16_3_3_2.00,225.33,201.23,1.44
B-n51-k7-r16_1_4_0.50,225.89,163.61,1.71
B-n51-k7-r16_1_4_1.00,191.43,151.03,1.48
B-n51-k7-r16_1_4_2.00,182.17,142.68,1.59
B-n51-k7-r16_2_4_0.50,230.77,159.56,3.08
B-n51-k7-r16_2_4_1.00,214.95,143.37,3.24
B-n51-k7-r16_2_4_2.00,214.07,141.63,2.01
B-n51-k7-r16_3_4_0.50,182.56,159.32,1.13
B-n51-k7-r16_3_4_1.00,186.95,151.81,1.02
B-n51-k7-r16_3_4_2.00,155.46,147.44,1.12
B-n51-k7-r16_1_7_0.50,169.15,152.07,0.73
B-n51-k7-r16_1_7_1.00,191.45,141.52,1.13
B-n51-k7-r16_1_7_2.00,157.27,141.63,0.91
B-n51-k7-r16_2_7_0.50,190.97,141.63,1.61
B-n51-k7-r16_2_7_1.00,164.41,141.63,1.17
B-n51-k7-r16_2_7_2.00,150.45,141.63,0.93
B-n51-k7-r16_3_7_0.50,191.26,141.63,1.12
B-n51-k7-r16_3_7_1.00,154.36,141.63,1.08
B-n51-k7-r16_3_7_2.00,160.10,141.63,0.82
B-n52-k7-r8_1_2_0.50,219.01,196.08,1.62
B-n52-k7-r8_1_2_1.00,255.51,180.05,3.21
B-n52-k7-r8_1_2_2.00,229.28,182.12,2.16
B-n52-k7-r8_2_2_0.50,232.84,201.95,2.21
B-n52-k7-r8_2_2_1.00,212.31,179.38,3.91
B-n52-k7-r8_2_2_2.00,207.30,187.23,1.17
B-n52-k7-r8_3_2_0.50,226.74,180.60,3.60
B-n52-k7-r8_3_2_1.00,270.71,218.69,2.87
B-n52-k7-r8_3_2_2.00,245.97,216.00,1.74
B-n52-k7-r8_1_3_0.50,202.78,164.91,1.45
B-n52-k7-r8_1_3_1.00,239.69,148.53,1.30
B-n52-k7-r8_1_3_2.00,156.85,147.44,0.91
B-n52-k7-r8_2_3_0.50,168.72,148.61,1.64
B-n52-k7-r8_2_3_1.00,178.65,147.44,1.17
B-n52-k7-r8_2_3_2.00,160.08,147.44,1.41
B-n52-k7-r8_3_3_0.50,190.84,147.82,1.61
B-n52-k7-r8_3_3_1.00,204.49,147.44,1.74
B-n52-k7-r8_3_3_2.00,158.58,147.44,1.29
B-n52-k7-r8_1_4_0.50,192.03,146.77,1.72
B-n52-k7-r8_1_4_1.00,161.78,148.58,1.25
B-n52-k7-r8_1_4_2.00,164.47,143.23,1.01
B-n52-k7-r8_2_4_0.50,176.11,149.20,1.12
B-n52-k7-r8_2_4_1.00,160.10,134.67,3.81
B-n52-k7-r8_2_4_2.00,186.67,147.44,1.01
B-n52-k7-r8_3_4_0.50,165.44,133.96,3.21
B-n52-k7-r8_3_4_1.00,179.35,139.50,1.55
B-n52-k7-r8_3_4_2.00,152.30,133.96,3.06
B-n52-k7-r8_1_7_0.50,151.47,140.83,1.67
B-n52-k7-r8_1_7_1.00,147.50,132.86,1.52
B-n52-k7-r8_1_7_2.00,149.79,133.96,1.34
B-n52-k7-r8_2_7_0.50,147.80,134.67,1.46
B-n52-k7-r8_2_7_1.00,157.62,132.86,1.35
B-n52-k7-r8_2_7_2.00,142.72,132.86,1.03
B-n52-k7-r8_3_7_0.50,159.45,132.86,1.42
B-n52-k7-r8_3_7_1.00,142.84,132.86,1.22
B-n52-k7-r8_3_7_2.00,174.68,132.86,1.62
B-n52-k7-r12_1_2_0.50,258.63,221.51,2.56
B-n52-k7-r12_1_2_1.00,221.53,179.20,2.22
B-n52-k7-r12_1_2_2.00,226.31,169.61,4.43
B-n52-k7-r12_2_2_0.50,226.22,197.59,1.47
B-n52-k7-r12_2_2_1.00,222.10,171.02,2.46
B-n52-k7-r12_2_2_2.00,269.52,180.01,2.07
B-n52-k7-r12_3_2_0.50,253.83,190.86,4.30
B-n52-k7-r12_3_2_1.00,240.16,166.96,2.86
B-n52-k7-r12_3_2_2.00,207.22,174.04,66.67
B-n52-k7-r12_1_3_0.50,187.79,173.25,3.43
B-n52-k7-r12_1_3_1.00,213.50,186.30,7.38
B-n52-k7-r12_1_3_2.00,213.26,139.31,2.70
B-n52-k7-r12_2_3_0.50,179.02,152.05,3.42
B-n52-k7-r12_2_3_1.00,173.76,142.27,3.34
B-n52-k7-r12_2_3_2.00,156.23,137.26,2.84
B-n52-k7-r12_3_3_0.50,200.06,168.27,1.59
B-n52-k7-r12_3_3_1.00,199.49,137.26,1.60
B-n52-k7-r12_3_3_2.00,151.55,137.26,1.33
B-n52-k7-r12_1_4_0.50,175.24,147.37,1.88
B-n52-k7-r12_1_4_1.00,180.21,144.54,1.32
B-n52-k7-r12_1_4_2.00,162.13,137.33,1.64
B-n52-k7-r12_2_4_0.50,175.53,152.05,1.30
B-n52-k7-r12_2_4_1.00,208.62,137.26,1.61
B-n52-k7-r12_2_4_2.00,151.25,137.26,35.27
B-n52-k7-r12_3_4_0.50,173.87,143.95,4.07
B-n52-k7-r12_3_4_1.00,162.67,137.26,1.41
B-n52-k7-r12_3_4_2.00,171.80,137.26,54.79
B-n52-k7-r12_1_7_0.50,155.31,141.98,2.10
B-n52-k7-r12_1_7_1.00,158.32,137.46,2.21
B-n52-k7-r12_1_7_2.00,149.05,137.26,1.38
B-n52-k7-r12_2_7_0.50,159.53,139.88,1.32
B-n52-k7-r12_2_7_1.00,166.27,137.26,1.27
B-n52-k7-r12_2_7_2.00,160.96,137.26,1.30
B-n52-k7-r12_3_7_0.50,144.69,138.88,3.14
B-n52-k7-r12_3_7_1.00,159.49,137.26,1.25
B-n52-k7-r12_3_7_2.00,158.34,137.26,0.82
B-n52-k7-r16_1_2_0.50,246.79,201.70,1.21
B-n52-k7-r16_1_2_1.00,252.13,184.98,2.52
B-n52-k7-r16_1_2_2.00,239.09,164.12,1.73
B-n52-k7-r16_2_2_0.50,253.16,185.39,2.48
B-n52-k7-r16_2_2_1.00,246.40,174.96,1.59
B-n52-k7-r16_2_2_2.00,264.59,151.21,1.54
B-n52-k7-r16_3_2_0.50,295.19,176.66,4.43
B-n52-k7-r16_3_2_1.00,233.78,162.93,3.34
B-n52-k7-r16_3_2_2.00,231.38,151.21,2.40
B-n52-k7-r16_1_3_0.50,203.97,174.10,0.84
B-n52-k7-r16_1_3_1.00,211.84,171.01,0.89
B-n52-k7-r16_1_3_2.00,211.96,158.62,1.67
B-n52-k7-r16_2_3_0.50,211.83,152.47,1.93
B-n52-k7-r16_2_3_1.00,208.62,142.40,1.36
B-n52-k7-r16_2_3_2.00,196.39,127.01,1.91
B-n52-k7-r16_3_3_0.50,183.29,172.30,0.88
B-n52-k7-r16_3_3_1.00,196.67,133.39,1.47
B-n52-k7-r16_3_3_2.00,163.67,127.01,1.30
B-n52-k7-r16_1_4_0.50,153.11,148.58,1.96
B-n52-k7-r16_1_4_1.00,170.49,143.01,1.76
B-n52-k7-r16_1_4_2.00,192.58,134.56,1.76
B-n52-k7-r16_2_4_0.50,215.22,145.76,2.85
B-n52-k7-r16_2_4_1.00,159.91,135.20,2.29
B-n52-k7-r16_2_4_2.00,186.34,127.01,0.96
B-n52-k7-r16_3_4_0.50,195.02,143.93,1.00
B-n52-k7-r16_3_4_1.00,176.31,131.42,0.99
B-n52-k7-r16_3_4_2.00,148.91,127.01,0.87
B-n52-k7-r16_1_7_0.50,155.16,140.15,0.99
B-n52-k7-r16_1_7_1.00,165.27,138.38,1.24
B-n52-k7-r16_1_7_2.00,144.01,134.00,1.21
B-n52-k7-r16_2_7_0.50,148.52,138.68,2.34
B-n52-k7-r16_2_7_1.00,146.35,132.03,3.26
B-n52-k7-r16_2_7_2.00,140.68,127.01,1.08
B-n52-k7-r16_3_7_0.50,159.15,137.26,2.59
B-n52-k7-r16_3_7_1.00,143.07,127.01,2.19
B-n52-k7-r16_3_7_2.00,145.82,127.01,1.02
B-n56-k7-r8_1_2_0.50,274.37,191.39,2.49
B-n56-k7-r8_1_2_1.00,274.13,188.62,3.66
B-n56-k7-r8_1_2_2.00,224.82,178.66,2.45
B-n56-k7-r8_2_2_0.50,222.10,179.74,4.41
B-n56-k7-r8_2_2_1.00,223.24,178.66,2.48
B-n56-k7-r8_2_2_2.00,202.08,178.66,2.65
B-n56-k7-r8_3_2_0.50,266.30,178.74,2.80
B-n56-k7-r8_3_2_1.00,224.16,179.91,2.54
B-n56-k7-r8_3_2_2.00,246.47,179.61,3.06
B-n56-k7-r8_1_3_0.50,190.56,179.74,1.40
B-n56-k7-r8_1_3_1.00,196.27,176.37,1.34
B-n56-k7-r8_1_3_2.00,191.73,176.37,1.46
B-n56-k7-r8_2_3_0.50,187.83,176.37,1.07
B-n56-k7-r8_2_3_1.00,229.34,176.37,1.48
B-n56-k7-r8_2_3_2.00,195.37,176.37,1.12
B-n56-k7-r8_3_3_0.50,229.69,176.37,1.97
B-n56-k7-r8_3_3_1.00,197.91,177.08,0.85
B-n56-k7-r8_3_3_2.00,189.69,176.37,1.00
B-n56-k7-r8_1_4_0.50,186.10,176.37,0.81
B-n56-k7-r8_1_4_1.00,191.95,176.37,0.75
B-n56-k7-r8_1_4_2.00,193.49,176.37,0.83
B-n56-k7-r8_2_4_0.50,191.80,176.37,0.74
B-n56-k7-r8_2_4_1.00,186.10,176.37,0.82
B-n56-k7-r8_2_4_2.00,185.92,176.37,0.78
B-n56-k7-r8_3_4_0.50,233.81,176.37,0.81
B-n56-k7-r8_3_4_1.00,187.68,176.37,0.78
B-n56-k7-r8_3_4_2.00,185.84,176.37,0.77
B-n56-k7-r8_1_7_0.50,182.55,176.37,0.72
B-n56-k7-r8_1_7_1.00,183.16,176.37,0.73
B-n56-k7-r8_1_7_2.00,177.09,176.37,0.78
B-n56-k7-r8_2_7_0.50,176.39,176.37,0.74
B-n56-k7-r8_2_7_1.00,182.47,176.37,0.77
B-n56-k7-r8_2_7_2.00,176.37,176.37,0.73
B-n56-k7-r8_3_7_0.50,185.78,176.37,0.73
B-n56-k7-r8_3_7_1.00,176.41,176.37,0.79
B-n56-k7-r8_3_7_2.00,177.26,176.37,0.77
B-n56-k7-r12_1_2_0.50,234.09,180.38,5.56
B-n56-k7-r12_1_2_1.00,215.91,168.61,4.17
B-n56-k7-r12_1_2_2.00,232.23,160.13,1.97
B-n56-k7-r12_2_2_0.50,261.76,169.06,5.22
B-n56-k7-r12_2_2_1.00,212.58,167.95,2.32
B-n56-k7-r12_2_2_2.00,207.07,160.13,1.51
B-n56-k7-r12_3_2_0.50,217.49,173.14,2.07
B-n56-k7-r12_3_2_1.00,198.30,160.13,2.09
B-n56-k7-r12_3_2_2.00,209.02,160.13,1.33
B-n56-k7-r12_1_3_0.50,195.84,177.20,1.10
B-n56-k7-r12_1_3_1.00,186.44,172.11,1.03
B-n56-k7-r12_1_3_2.00,198.25,160.13,1.01
B-n56-k7-r12_2_3_0.50,189.75,166.41,1.64
B-n56-k7-r12_2_3_1.00,180.06,160.13,0.96
B-n56-k7-r12_2_3_2.00,186.28,159.90,1.10
B-n56-k7-r12_3_3_0.50,266.89,160.35,1.73
B-n56-k7-r12_3_3_1.00,195.55,159.90,1.06
B-n56-k7-r12_3_3_2.00,202.82,159.90,0.97
B-n56-k7-r12_1_4_0.50,186.48,171.76,2.33
B-n56-k7-r12_1_4_1.00,186.12,166.22,0.94
B-n56-k7-r12_1_4_2.00,178.10,159.90,0.79
B-n56-k7-r12_2_4_0.50,186.80,166.37,1.31
B-n56-k7-r12_2_4_1.00,190.73,159.90,1.02
B-n56-k7-r12_2_4_2.00,175.18,159.90,0.78
B-n56-k7-r12_3_4_0.50,171.38,159.90,0.79
B-n56-k7-r12_3_4_1.00,170.05,159.90,0.83
B-n56-k7-r12_3_4_2.00,186.88,160.13,0.88
B-n56-k7-r12_1_7_0.50,184.44,171.23,0.82
B-n56-k7-r12_1_7_1.00,189.41,166.22,0.76
B-n56-k7-r12_1_7_2.00,167.55,159.90,0.77
B-n56-k7-r12_2_7_0.50,182.47,166.37,0.78
B-n56-k7-r12_2_7_1.00,182.47,159.90,0.78
B-n56-k7-r12_2_7_2.00,171.23,159.90,0.83
B-n56-k7-r12_3_7_0.50,171.46,159.90,0.80
B-n56-k7-r12_3_7_1.00,185.77,159.90,0.85
B-n56-k7-r12_3_7_2.00,159.90,159.90,0.72
B-n56-k7-r16_1_2_0.50,218.08,189.81,6.48
B-n56-k7-r16_1_2_1.00,199.74,174.63,2.65
B-n56-k7-r16_1_2_2.00,191.03,164.29,1.21
B-n56-k7-r16_2_2_0.50,215.58,179.05,1.72
B-n56-k7-r16_2_2_1.00,228.80,173.14,3.82
B-n56-k7-r16_2_2_2.00,216.64,160.07,2.38
B-n56-k7-r16_3_2_0.50,246.77,180.07,3.18
B-n56-k7-r16_3_2_1.00,219.23,179.86,1.47
B-n56-k7-r16_3_2_2.00,293.69,153.01,2.02
B-n56-k7-r16_1_3_0.50,214.01,179.33,1.69
B-n56-k7-r16_1_3_1.00,192.94,172.41,1.54
B-n56-k7-r16_1_3_2.00,204.41,173.06,1.01
B-n56-k7-r16_2_3_0.50,202.47,184.38,1.06
B-n56-k7-r16_2_3_1.00,265.14,154.16,2.37
B-n56-k7-r16_2_3_2.00,192.55,152.87,0.81
B-n56-k7-r16_3_3_0.50,196.64,167.69,2.78
B-n56-k7-r16_3_3_1.00,214.73,152.87,1.31
B-n56-k7-r16_3_3_2.00,169.57,152.87,1.29
B-n56-k7-r16_1_4_0.50,186.52,175.13,1.21
B-n56-k7-r16_1_4_1.00,181.67,171.39,0.73
B-n56-k7-r16_1_4_2.00,174.93,151.14,1.43
B-n56-k7-r16_2_4_0.50,208.94,171.39,0.95
B-n56-k7-r16_2_4_1.00,203.02,151.14,0.90
B-n56-k7-r16_2_4_2.00,229.55,151.14,0.78
B-n56-k7-r16_3_4_0.50,194.81,171.23,0.98
B-n56-k7-r16_3_4_1.00,185.26,151.14,1.19
B-n56-k7-r16_3_4_2.00,183.97,151.14,1.51
B-n56-k7-r16_1_7_0.50,185.77,174.93,0.73
B-n56-k7-r16_1_7_1.00,182.49,171.23,0.73
B-n56-k7-r16_1_7_2.00,171.23,151.14,0.74
B-n56-k7-r16_2_7_0.50,182.55,171.23,0.75
B-n56-k7-r16_2_7_1.00,182.92,151.14,0.85
B-n56-k7-r16_2_7_2.00,184.37,151.14,0.74
B-n56-k7-r16_3_7_0.50,183.69,167.55,1.04
B-n56-k7-r16_3_7_1.00,183.78,151.14,0.76
B-n56-k7-r16_3_7_2.00,182.47,151.14,0.83
B-n57-k7-r8_1_2_0.50,269.78,246.63,2.15
B-n57-k7-r8_1_2_1.00,290.61,239.32,2.34
B-n57-k7-r8_1_2_2.00,289.76,233.89,1.62
B-n57-k7-r8_2_2_0.50,352.46,236.77,3.55
B-n57-k7-r8_2_2_1.00,344.39,234.54,2.15
B-n57-k7-r8_2_2_2.00,285.60,232.83,2.70
B-n57-k7-r8_3_2_0.50,274.09,234.44,4.65
B-n57-k7-r8_3_2_1.00,322.00,233.75,5.11
B-n57-k7-r8_3_2_2.00,296.83,232.83,3.16
B-n57-k7-r8_1_3_0.50,246.02,200.46,3.30
B-n57-k7-r8_1_3_1.00,233.42,197.63,7.79
B-n57-k7-r8_1_3_2.00,242.20,198.79,1.92
B-n57-k7-r8_2_3_0.50,224.35,198.79,1.27
B-n57-k7-r8_2_3_1.00,245.41,227.10,1.03
B-n57-k7-r8_2_3_2.00,235.50,197.52,2.32
B-n57-k7-r8_3_3_0.50,298.42,211.99,1.05
B-n57-k7-r8_3_3_1.00,240.19,201.74,1.05
B-n57-k7-r8_3_3_2.00,224.78,198.79,1.37
B-n57-k7-r8_1_4_0.50,207.66,190.66,0.75
B-n57-k7-r8_1_4_1.00,298.26,190.66,0.94
B-n57-k7-r8_1_4_2.00,229.31,190.66,1.36
B-n57-k7-r8_2_4_0.50,213.61,190.66,1.06
B-n57-k7-r8_2_4_1.00,210.37,190.66,0.85
B-n57-k7-r8_2_4_2.00,242.75,190.66,1.14
B-n57-k7-r8_3_4_0.50,295.02,191.03,1.16
B-n57-k7-r8_3_4_1.00,202.78,192.54,1.09
B-n57-k7-r8_3_4_2.00,208.18,191.03,0.86
B-n57-k7-r8_1_7_0.50,193.47,187.04,0.85
B-n57-k7-r8_1_7_1.00,194.62,187.04,0.85
B-n57-k7-r8_1_7_2.00,240.44,187.04,1.07
B-n57-k7-r8_2_7_0.50,196.05,187.04,1.09
B-n57-k7-r8_2_7_1.00,192.87,187.04,1.06
B-n57-k7-r8_2_7_2.00,191.57,187.04,0.87
B-n57-k7-r8_3_7_0.50,204.52,187.04,0.83
B-n57-k7-r8_3_7_1.00,190.81,187.04,1.05
B-n57-k7-r8_3_7_2.00,192.54,190.66,0.72
B-n57-k7-r12_1_2_0.50,265.42,251.62,2.58
B-n57-k7-r12_1_2_1.00,272.83,243.91,2.04
B-n57-k7-r12_1_2_2.00,339.89,234.96,3.64
B-n57-k7-r12_2_2_0.50,291.71,242.58,2.03
B-n57-k7-r12_2_2_1.00,295.08,239.32,3.44
B-n57-k7-r12_2_2_2.00,307.18,229.71,1.41
B-n57-k7-r12_3_2_0.50,276.21,234.34,2.13
B-n57-k7-r12_3_2_1.00,304.44,243.91,1.65
B-n57-k7-r12_3_2_2.00,293.95,226.30,2.45
B-n57-k7-r12_1_3_0.50,299.01,203.17,4.04
B-n57-k7-r12_1_3_1.00,254.73,199.41,2.27
B-n57-k7-r12_1_3_2.00,261.25,221.01,0.96
B-n57-k7-r12_2_3_0.50,256.89,199.95,3.49
B-n57-k7-r12_2_3_1.00,240.22,199.38,1.99
B-n57-k7-r12_2_3_2.00,280.00,199.38,1.69
B-n57-k7-r12_3_3_0.50,303.15,199.38,1.49
B-n57-k7-r12_3_3_1.00,242.69,199.38,1.74
B-n57-k7-r12_3_3_2.00,258.27,221.01,1.49
B-n57-k7-r12_1_4_0.50,207.63,195.74,1.02
B-n57-k7-r12_1_4_1.00,227.43,193.05,1.19
B-n57-k7-r12_1_4_2.00,249.77,190.66,1.05
B-n57-k7-r12_2_4_0.50,221.98,190.66,0.99
B-n57-k7-r12_2_4_1.00,224.79,191.52,0.92
B-n57-k7-r12_2_4_2.00,205.34,190.66,1.42
B-n57-k7-r12_3_4_0.50,205.18,190.66,0.94
B-n57-k7-r12_3_4_1.00,253.07,192.78,1.17
B-n57-k7-r12_3_4_2.00,207.10,190.66,0.78
B-n57-k7-r12_1_7_0.50,190.68,185.71,1.17
B-n57-k7-r12_1_7_1.00,191.50,185.43,1.03
B-n57-k7-r12_1_7_2.00,193.58,185.37,1.00
B-n57-k7-r12_2_7_0.50,211.95,185.37,1.53
B-n57-k7-r12_2_7_1.00,201.95,190.66,1.08
B-n57-k7-r12_2_7_2.00,221.15,185.37,1.12
B-n57-k7-r12_3_7_0.50,227.36,185.37,0.88
B-n57-k7-r12_3_7_1.00,195.14,185.37,1.15
